country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
31,France,0,0,17/06/1951,195106,31621,Rally for the French People - Gaullists,RPF,60,,106,999,1982.0,,,21.567,0.0,,107.0,544.0,1,10,,116.0,1.724,11.207,0.0,2.586,12.069,0.0,1.724,4.31,1.724,5.172,0.0,1.724,1.724,0.0,5.172,0.0,0.862,0.0,0.0,14.655,1.724,1.724,1.724,0.0,0.0,0.0,0.0,1.724,0.862,1.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.862,0.0,0.0,5.172,0.0,3.448,0.0,4.31,0.0,2.586,0.0,0.0,1.724,0.0,0.0,0.0,2.586,0.0,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.724,1.724,0.862,1.724,2025a,WJC4RE
31,France,0,0,17/06/1951,195106,31622,National Centre of Independents and Peasants - Conservatives,CNIP,60,,998,998,,,,13.89,0.0,,87.0,544.0,3,10,,303.5,8.718,5.978,0.0,0.137,3.838,0.62,0.687,2.816,0.0,0.0,0.0,3.29,1.581,0.0,0.826,2.893,0.0,0.824,0.0,10.104,3.773,1.86,1.439,0.207,0.0,0.413,0.0,5.567,0.62,2.268,4.871,0.0,0.0,5.911,0.0,0.0,0.0,1.166,1.648,1.646,0.826,2.812,0.0,3.092,0.0,6.108,0.0,1.653,0.548,0.413,0.0,1.442,0.0,4.467,2.535,0.757,1.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.203,1.646,9.684,3.294,1.307,2025a,L9XKUC
31,France,0,10,02/01/1956,195601,31220,French Communist Party,PCF,20,,106,999,1982.0,,,25.659,0.0,,147.0,544.0,1,10,,353.0,0.85,0.567,0.0,1.7,0.0,0.85,5.949,0.0,0.0,2.55,0.283,1.7,0.567,0.0,1.983,0.0,0.0,0.0,0.0,27.479,0.0,0.0,3.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.283,0.283,0.0,0.0,0.0,0.0,0.567,4.249,7.932,0.0,3.399,0.0,0.0,16.714,1.7,0.283,0.0,0.0,0.0,0.0,5.382,0.0,1.133,0.567,0.0,8.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,3.966,0.0,12.181,6.799,2025a,IN74TU
31,France,0,10,02/01/1956,195601,31320,French Section of the Workers' International,SIFO,30,,106,999,1982.0,,,15.111,0.0,,88.0,544.0,1,10,,246.0,2.846,6.504,0.0,0.0,0.0,1.22,3.252,3.252,2.439,0.0,0.0,3.659,4.472,0.0,1.626,0.407,0.0,0.407,0.407,3.252,0.0,0.407,7.317,3.252,0.0,0.0,2.033,2.846,0.407,3.252,1.626,2.033,3.659,0.0,0.0,0.0,0.0,0.813,8.943,9.756,0.0,9.756,0.0,0.0,0.407,0.0,0.0,0.0,0.0,0.813,0.0,2.439,0.0,2.033,1.626,1.22,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.057,12.602,0.0,18.699,4.472,2025a,R9NLTK
31,France,0,10,02/01/1956,195601,31421,Radical Socialist Party,RRRS,40,,106,999,1982.0,,,15.018,0.0,,73.0,544.0,1,10,,75.0,2.667,2.667,0.0,1.333,0.0,0.0,4.0,4.0,2.667,0.0,0.0,0.0,2.667,0.0,2.667,1.333,0.0,0.0,4.0,9.333,1.333,4.0,1.333,1.333,0.0,0.0,0.0,4.0,0.0,2.667,4.0,0.0,0.0,1.333,0.0,0.0,0.0,0.0,4.0,5.333,0.0,8.0,0.0,1.333,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667,2.667,0.0,6.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.667,2.667,2.667,9.333,4.0,2025a,VS7MWD
31,France,0,10,02/01/1956,195601,31521,Popular Republican Movement,MRP,50,,106,999,1982.0,,,11.011,0.0,,71.0,544.0,1,10,,146.0,4.11,4.11,0.0,1.37,1.37,0.0,3.425,0.685,5.479,0.685,0.0,2.055,4.795,0.0,1.37,0.685,0.0,0.685,0.685,8.904,2.055,1.37,2.74,1.37,0.0,0.0,0.0,5.479,2.055,3.425,2.055,0.685,0.0,2.74,0.0,0.0,0.0,1.37,3.425,4.11,0.0,4.795,0.0,1.37,0.0,8.219,0.0,0.0,1.37,0.0,0.0,2.055,0.0,4.11,1.37,1.37,2.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.425,4.795,4.795,7.534,3.425,2025a,R9IX3G
31,France,0,10,02/01/1956,195601,31621,Rally for the French People - Gaullists,RPF,60,,998,998,,,,3.92,0.0,,16.0,544.0,3,10,,191.0,0.862,9.903,0.0,1.293,7.534,0.0,1.812,2.155,0.862,5.586,1.3,3.112,3.312,4.15,2.586,0.75,0.431,0.75,0.0,10.528,1.412,2.162,1.812,2.05,0.0,1.15,0.0,1.812,0.431,2.362,2.25,0.0,0.0,0.95,0.0,0.0,0.0,0.831,2.681,0.0,0.0,4.086,0.0,3.774,0.0,2.905,0.0,1.293,1.15,0.55,0.862,0.95,0.0,1.15,1.693,0.55,4.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.35,3.862,2.362,2.681,1.812,2025a,HBFHNB
31,France,0,10,02/01/1956,195601,31622,National Centre of Independents and Peasants - Conservatives,CNIP,60,,106,999,1982.0,,,15.159,0.0,,95.0,544.0,1,10,,242.0,7.025,7.025,0.0,0.0,0.826,1.24,0.826,2.893,0.0,0.0,0.0,0.826,2.066,0.0,1.653,5.785,0.0,0.826,0.0,12.81,2.066,3.719,0.413,0.413,0.0,0.826,0.0,7.025,1.24,2.893,2.893,0.0,0.0,7.438,0.0,0.0,0.0,0.413,1.653,0.826,1.653,1.24,0.0,3.719,0.0,4.545,0.0,3.306,0.0,0.826,0.0,1.24,0.0,5.372,0.413,1.24,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.926,0.826,9.504,2.479,2.066,2025a,UHPU46
31,France,0,10,02/01/1956,195601,31623,Union for the Defence of Traders and Artisans - Poujadists,UDCA,60,,106,999,1982.0,,,11.558,0.0,,51.0,544.0,1,10,,219.0,10.046,12.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479,0.0,2.74,4.566,0.457,0.913,0.0,0.0,0.457,10.046,24.201,0.0,0.0,1.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.283,0.0,0.0,0.0,0.0,1.37,1.37,0.0,0.0,0.0,0.457,5.023,0.913,0.0,0.0,1.37,0.0,0.0,3.196,0.0,1.826,5.936,0.0,3.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.461,1.826,2.283,2.74,0.0,2025a,E24N4Z
31,France,0,10,23/11/1958,195811,31220,French Communist Party,PCF,20,,106,999,1982.0,,,18.886,0.0,,10.0,465.0,1,10,,72.0,0.0,4.2,2.8,8.3,0.0,6.9,9.7,0.0,0.0,2.8,0.0,4.2,5.6,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0.0,1.4,2.8,2.8,5.6,0.0,0.0,0.0,0.0,2.8,0.0,4.2,0.0,2.8,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,2.8,2.8,2.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.4,5.6,0.0,4.2,19.4,2025a,3POCDK
31,France,0,10,23/11/1958,195811,31320,French Section of the Workers' International,SIFO,30,,106,999,1982.0,,,15.476,0.0,,44.0,465.0,1,10,,46.0,0.0,8.7,0.0,0.0,0.0,6.5,15.2,4.3,4.3,0.0,0.0,4.3,6.5,19.6,0.0,0.0,0.0,2.2,2.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,6.5,0.0,2.2,2.2,0.0,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.4,2.2,2.2,0.0,21.7,2025a,JH3WDC
31,France,0,10,23/11/1958,195811,31421,Radical Socialist Party,RRRS,40,,106,999,1982.0,,,9.651,0.0,,23.0,465.0,1,10,,50.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,10.0,20.0,0.0,2025a,PW947M
31,France,0,10,23/11/1958,195811,31521,Popular Republican Movement,MRP,50,,106,999,1982.0,,,11.09,0.0,,57.0,465.0,1,10,,159.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.9,1.3,0.0,3.8,0.0,0.6,0.0,0.6,0.6,4.4,0.6,0.0,0.0,0.0,0.0,1.3,0.0,0.0,4.4,0.0,0.0,1.9,0.0,0.0,0.0,5.0,5.7,8.2,0.0,11.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.6,0.0,9.4,10.1,4.4,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.5,0.6,2.5,13.9,0.0,2025a,9ND8OX
31,France,0,10,23/11/1958,195811,31621,Union for the New Republic - Gaullists,UNR,60,,106,999,1982.0,,,20.638,0.0,,198.0,465.0,1,10,,266.0,0.0,8.6,0.0,0.0,3.0,0.0,1.9,0.0,0.0,6.0,2.6,4.5,4.9,8.3,0.0,1.5,0.0,1.5,0.0,6.4,1.1,2.6,1.9,4.1,0.0,2.3,0.0,1.9,0.0,3.0,4.5,0.0,0.0,1.9,0.0,0.0,0.0,0.8,4.5,0.0,0.0,3.0,0.0,4.1,0.0,1.5,0.0,0.0,2.3,1.1,0.0,1.9,0.0,2.3,0.8,1.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,6.0,3.0,4.5,1.9,2025a,EXH9W1
31,France,0,10,23/11/1958,195811,31622,National Centre of Independents and Peasants - Conservatives,CNIP,60,,106,999,1982.0,,,19.964,0.0,,133.0,465.0,1,10,,243.0,0.0,2.9,1.6,0.0,1.2,0.0,1.2,1.2,0.8,0.0,0.0,7.0,5.8,8.2,0.0,7.0,0.0,1.2,0.4,3.7,4.1,4.9,1.6,1.2,0.0,0.8,0.0,2.9,0.0,3.3,2.9,0.0,0.0,2.5,0.0,0.0,0.0,0.4,2.9,1.2,0.0,2.9,0.0,4.9,0.0,0.8,0.0,0.0,0.8,0.8,0.0,2.5,0.0,4.5,5.3,0.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,2.8,6.6,4.1,2.8,2025a,J6Y9TX
31,France,10,10,18/11/1962,196211,31220,French Communist Party,PCF,20,,106,999,1982.0,,,21.875,0.0,,41.0,465.0,1,10,,149.0,0.0,0.0,0.0,0.7,0.0,3.4,2.0,0.0,0.0,0.0,6.7,5.4,8.7,0.0,4.7,2.0,0.0,0.7,2.0,2.0,0.0,0.0,2.0,0.7,0.0,1.3,0.0,1.3,0.0,3.4,3.4,4.0,2.0,0.0,0.0,0.0,0.7,2.7,9.4,5.4,0.0,3.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.3,9.4,0.0,2.7,1.3,1.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.6,6.7,0.0,14.8,5.4,2025a,WBJQJ7
31,France,10,10,18/11/1962,196211,31320,French Section of the Workers' International,SIFO,30,,106,999,1982.0,,,12.432,0.0,,64.0,465.0,1,10,,113.0,0.0,2.7,0.0,4.4,0.0,2.7,6.2,4.4,4.4,0.0,0.0,4.4,3.5,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.9,0.0,0.0,0.0,2.7,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,2.7,8.0,10.6,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,6.2,0.0,3.5,1.8,4.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.5,9.7,0.0,18.6,8.9,2025a,UYON1M
31,France,10,10,18/11/1962,196211,31421,Radical Socialist Party,RRRS,40,,106,999,1982.0,,,7.421,0.0,,41.0,465.0,1,10,,198.0,0.0,3.0,0.0,1.0,2.0,3.5,0.0,0.5,3.5,15.2,0.0,0.0,7.1,3.5,1.5,4.5,7.1,0.0,1.0,0.0,1.0,2.5,5.1,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.5,4.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,1.5,1.0,9.1,0.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,2.5,3.5,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.3,10.1,1.0,1.5,3.5,2025a,6E1S2Q
31,France,10,10,18/11/1962,196211,31521,Popular Republican Movement,MRP,50,,106,999,1982.0,,,7.875,0.0,,37.0,465.0,1,10,,90.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,4.4,4.4,11.1,0.0,0.0,8.9,5.6,0.0,7.8,0.0,2.2,0.0,0.0,1.1,7.8,0.0,2.2,0.0,0.0,1.1,4.4,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,10.0,6.7,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1.1,0.0,2.2,0.0,0.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.6,2.2,2.2,16.7,0.0,2025a,5EYP53
